p_no	player_name	KBO_id	img_url	back_no	birth	position	height	weight	history	signing_fee	salary	draft	join_year	IDKEY	Year	Age	Pos.	G	hand	player_type	b_AB	b_AVG	p_BK	p_CG	b_CS	p_ER	p_ERA	p_FIP	b_GDP	p_GF	p_GR	p_GS	p_HD	p_IP	p_L	b_OBP	b_OPS	b_PA	b_R/ePA	p_RA9	b_RBI	p_ROE	p_S	b_SB	b_SF	b_SH	p_SHO	b_SLG	b_TB	p_TBF	p_W	p_WHIP	p_WP	b_2B	b_3B	b_BB	b_H	b_HP	b_HR	b_IB	b_R	b_SO	b_WAR	b_dWAR	b_ePA	b_oWAR	p_2B	p_3B	p_BB	p_H	p_HP	p_HR	p_IB	p_R	p_SO	p_WAR	p_rRA	p_rRA9	b_wRC+
16391	감보아	55532	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55532.jpg	32.0	1997년 01월 17일	투수(좌투양타)	185.0	92.0	미국 Fresno City(대)	50000달러	250000달러	25 롯데 자유선발	25롯데	LT	2025.0	28.0	P	17.0	left	pitcher			0.0	0.0		31.0	2.8	3.1		0.0	0.0	17.0	0.0	99.2	6.0					3.61		11.0	0.0				0.0			430.0	7.0	1.27	4.0														12.0	0.0	43.0	84.0	4.0	4.0	0.0	40.0	111.0	3.41	39.65	3.58	
14160	고승민	69517	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69517.jpg	2.0	2000년 08월 11일	내야수(우투좌타)	189.0	92.0	군산신풍초-천안북중-북일고	15000만원	18500만원	19 롯데 2차 1라운드 8순위	19롯데	LT	2025.0	25.0	2B	112.0	left	batter	437.0	0.284			1.0				6.0							0.36	0.726	500.0	0.126		44.0			5.0	4.0	5.0		0.366	160.0					20.0	2.0	51.0	124.0	3.0	4.0	1.0	66.0	78.0	2.52	0.45	495.0	2.07													100.3
15645	김동혁	52504	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52504.jpg	50.0	2000년 09월 15일	외야수(좌투좌타)	177.0	77.0	서화초-상인천중-제물포고-강릉영동대		3300만원	22 롯데 2차 7라운드 64순위	23롯데	LT	2025.0	25.0	CF	91.0	left	batter	89.0	0.225			4.0				3.0							0.373	0.665	114.0	0.126		6.0			13.0	0.0	4.0		0.292	26.0					4.0	1.0	18.0	20.0	3.0	0.0	0.0	19.0	26.0	0.85	0.49	110.0	0.35													100.1
10238	김민성	77564	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77564.jpg	16.0	1988년 12월 17일	내야수(우투우타)	181.0	94.0	고명초-잠신중-덕수정보고-(영남사이버대)-롯데-히어로즈-키움-LG	10000만원	20000만원	07 롯데 2차 2라운드 13순위	07롯데	LT	2025.0	37.0	3B	87.0	right	batter	197.0	0.249			1.0				6.0							0.358	0.698	234.0	0.122		31.0			0.0	1.0	2.0		0.34	67.0					12.0	0.0	30.0	49.0	4.0	2.0	1.0	22.0	43.0	0.3	-0.42	232.0	0.72													95.1
10427	김상수	76430	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76430.jpg	24.0	1988년 01월 02일	투수(우투우타)	180.0	88.0	신자초(자이언츠리틀)-자양중-신일고-(방송통신대)-삼성-상무-키움-SK-SSG	13000만원	24000만원	06 삼성 2차 2라운드 15순위	06삼성	LT	2025.0	37.0	P	44.0	right	pitcher			0.0	0.0		26.0	6.56	5.04		13.0	44.0	0.0	3.0	35.2	1.0					6.56		3.0	2.0				0.0			176.0	0.0	1.82	1.0														10.0	0.0	18.0	47.0	3.0	4.0	2.0	26.0	27.0	-0.52	31.35	7.91	
10825	김원중	62528	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62528.jpg	34.0	1993년 06월 14일	투수(우투좌타)	192.0	96.0	학강초-광주동성중-광주동성고	15000만원	110000만원	12 롯데 1라운드 5순위	12롯데	LT	2025.0	32.0	P	51.0	right	pitcher			1.0	0.0		14.0	2.17	3.31		41.0	51.0	0.0	0.0	58.0	2.0					2.64		5.0	31.0				0.0			252.0	4.0	1.36	7.0														9.0	2.0	28.0	51.0	1.0	4.0	5.0	17.0	66.0	2.27	22.0	3.41	
12930	나균안	67539	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67539.jpg	43.0	1998년 03월 16일	투수(우투우타)	186.0	109.0	무학초-창원신월중-용마고	15000만원	12000만원	17 롯데 2차 1라운드 3순위	17롯데	LT	2025.0	27.0	P	27.0	right	pitcher			0.0	0.0		59.0	3.96	4.16		1.0	2.0	25.0	0.0	134.0	7.0					4.5		6.0	0.0				0.0			585.0	3.0	1.4	3.0														23.0	3.0	46.0	141.0	5.0	13.0	0.0	67.0	113.0	3.27	62.65	4.21	
16261	올러	55633	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55633.jpg	33.0	1994년 10월 17일	투수(우투우타)	193.0	102.0	미국 Northwestern State(대)	200000달러	600000달러	25 KIA 자유선발	25KIA	HT	2025.0	31.0	P	23.0	right	pitcher			0.0	1.0		53.0	3.64	2.92		1.0	0.0	23.0	0.0	131.0	6.0					3.98		7.0	0.0				0.0			552.0	10.0	1.18	2.0														23.0	3.0	41.0	113.0	8.0	7.0	0.0	58.0	147.0	3.46	56.8	3.9	
16262	위즈덤	55645	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55645.jpg	45.0	1991년 08월 27일	내야수(우투우타)	188.0	99.0	미국 Saint Mary's(대)	200000달러	800000달러	25 KIA 자유선발	25KIA	HT	2025.0	34.0	1B	107.0	right	batter	390.0	0.238			0.0				9.0							0.326	0.862	448.0	0.158		76.0			3.0	5.0	0.0		0.536	209.0					18.0	1.0	49.0	93.0	4.0	32.0	2.0	69.0	127.0	3.01	-0.21	447.0	3.22													134.5
15058	윤도현	52667	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52667.jpg	9.0	2003년 05월 07일	내야수(우투우타)	181.0	84.0	광주화정초-무등중-광주제일고	10000만원	3200만원	22 KIA 2차 2라운드 15순위	22KIA	HT	2025.0	22.0	2B	28.0	right	batter	104.0	0.298			0.0				0.0							0.342	0.842	113.0	0.152		11.0			2.0	0.0	2.0		0.5	52.0					6.0	0.0	6.0	31.0	1.0	5.0	0.0	19.0	21.0	0.41	-0.52	111.0	0.92													128.4
15432	윤영철	53613	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53613.jpg	13.0	2004년 04월 20일	투수(좌투좌타)	187.0	87.0	창서초(서대문구리틀)-충암중-충암고	32000만원	12000만원	23 KIA 1라운드 2순위	23KIA	HT	2025.0	21.0	P	13.0	left	pitcher			0.0	0.0		31.0	5.58	4.68		0.0	0.0	13.0	0.0	50.0	7.0					6.66		3.0	0.0				0.0			227.0	2.0	1.64	4.0														7.0	0.0	30.0	52.0	1.0	4.0	0.0	37.0	43.0	0.3	32.85	5.91	
14788	이의리	51648	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51648.jpg	48.0	2002년 06월 16일	투수(좌투좌타)	185.0	90.0	광주수창초-충장중-광주제일고	30000만원	17000만원	21 KIA 1차	21KIA	HT	2025.0	23.0	P	8.0	left	pitcher			0.0	0.0		31.0	8.81	5.9		0.0	0.0	8.0	0.0	31.2	3.0					8.81		0.0	0.0				0.0			154.0	1.0	1.86	0.0														7.0	3.0	24.0	35.0	3.0	5.0	0.0	31.0	33.0	-0.3	28.25	8.03	
11303	이준영	65665	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65665.jpg	20.0	1992년 08월 10일	투수(좌투좌타)	177.0	85.0	군산남초-군산중-군산상고-중앙대-KIA-상무	8000만원	17000만원	15 KIA 2차 4라운드 42순위	15KIA	HT	2025.0	33.0	P	52.0	left	pitcher			0.0	0.0		18.0	5.23	4.63		5.0	52.0	0.0	7.0	31.0	1.0					5.23		4.0	0.0				0.0			133.0	3.0	1.42	1.0														9.0	0.0	10.0	34.0	0.0	6.0	2.0	18.0	31.0	-0.19	22.1	6.42	
11233	이창진	64560	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64560.jpg	8.0	1991년 03월 04일	외야수(우투우타)	173.0	85.0	신도초-동인천중-인천고-건국대-롯데-KT-상무-KT	5000만원	14000만원	14 롯데 2차 6라운드 60순위	14롯데	HT	2025.0	34.0	LF	37.0	right	batter	93.0	0.161			2.0				2.0							0.295	0.521	113.0	0.067		9.0			0.0	1.0	1.0		0.226	21.0					3.0	0.0	16.0	15.0	2.0	1.0	0.0	11.0	22.0	-0.12	0.26	112.0	-0.38													57.3
12537	전상현	66609	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66609.jpg	51.0	1996년 04월 18일	투수(우투우타)	182.0	88.0	남도초-경복중-대구상원고-KIA-상무	7000만원	30000만원	16 KIA 2차 4라운드 38순위	16KIA	HT	2025.0	29.0	P	69.0	right	pitcher			0.0	0.0		23.0	3.12	3.71		5.0	69.0	0.0	24.0	66.1	3.0					3.53		3.0	1.0				0.0			271.0	7.0	1.16	3.0														13.0	0.0	18.0	59.0	2.0	4.0	3.0	26.0	47.0	1.94	26.5	3.6	
14608	정해영	50662	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50662.jpg	62.0	2001년 08월 23일	투수(우투우타)	189.0	98.0	광주대성초-광주동성중-광주제일고	20000만원	36000만원	20 KIA 1차	20KIA	HT	2025.0	24.0	P	57.0	right	pitcher			0.0	0.0		26.0	3.99	2.96		47.0	57.0	0.0	0.0	58.2	7.0					4.6		3.0	26.0				0.0			264.0	2.0	1.55	1.0														13.0	0.0	18.0	73.0	3.0	4.0	1.0	30.0	68.0	0.58	31.35	4.81	
11126	조상우	63342	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63342.jpg	11.0	1994년 09월 04일	투수(우투우타)	186.0	97.0	서화초-상인천중-대전고-히어로즈-키움	25000만원	40000만원	13 넥센 1라운드 1순위	13넥센	HT	2025.0	31.0	P	65.0	right	pitcher			0.0	0.0		26.0	4.39	4.44		4.0	65.0	0.0	26.0	53.1	6.0					4.89		1.0	1.0				0.0			245.0	5.0	1.58	2.0														14.0	0.0	27.0	57.0	6.0	5.0	3.0	29.0	52.0	0.66	28.7	4.84	
15057	최지민	52639	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52639.jpg	39.0	2003년 09월 10일	투수(좌투좌타)	185.0	100.0	강릉율곡초(강릉리틀)-경포중-강릉고	15000만원	12000만원	22 KIA 2차 1라운드 5순위	22KIA	HT	2025.0	22.0	P	61.0	left	pitcher			0.0	0.0		28.0	5.11	6.44		10.0	61.0	0.0	9.0	49.1	4.0					5.29		3.0	0.0				0.0			228.0	2.0	1.68	3.0														5.0	0.0	47.0	36.0	4.0	5.0	0.0	29.0	39.0	0.6	26.4	4.82	
10344	최형우	72443	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72443.jpg	34.0	1983년 12월 16일	외야수(우투좌타)	180.0	106.0	진북초-전주동중-전주고-삼성-경찰-삼성	5000만원	100000만원	02 삼성 2차 6라운드 48순위	02삼성	HT	2025.0	42.0	DH	125.0	left	batter	442.0	0.303			0.0				9.0							0.399	0.926	521.0	0.186		82.0			1.0	5.0	0.0		0.527	233.0					28.0	1.0	66.0	134.0	8.0	23.0	8.0	69.0	91.0	3.97	-0.01	517.0	3.98													158.3
13113	한준수	68646	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68646.jpg	55.0	1999년 02월 13일	포수(우투좌타)	184.0	95.0	광주서석초-광주동성중-광주동성고	16000만원	14000만원	18 KIA 1차	18KIA	HT	2025.0	26.0	C	91.0	left	batter	211.0	0.227			0.0				3.0							0.311	0.704	241.0	0.11		23.0			0.0	3.0	0.0		0.393	83.0					12.0	1.0	24.0	48.0	3.0	7.0	1.0	32.0	41.0	0.71	-0.35	241.0	1.07													94.4
11087	강승호	63123	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63123.jpg	23.0	1994년 02월 09일	내야수(우투우타)	178.0	88.0	순천북초-천안북중-북일고-LG-경찰-LG-SK	20000만원	37000만원	13 LG 1라운드 3순위	13LG	OB	2025.0	31.0	1B	106.0	right	batter	327.0	0.232			3.0				7.0							0.298	0.671	364.0	0.095		36.0			12.0	3.0	2.0		0.373	122.0					19.0	3.0	22.0	76.0	10.0	7.0	1.0	47.0	107.0	1.47	0.85	361.0	0.62													81.9
13061	곽빈	68220	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68220.jpg	47.0	1999년 05월 28일	투수(우투우타)	187.0	95.0	서울학동초-자양중-배명고	30000만원	38000만원	18 두산 1차	18두산	OB	2025.0	26.0	P	16.0	right	pitcher			0.0	0.0		46.0	4.48	3.99		0.0	0.0	16.0	0.0	92.1	6.0					4.87		8.0	0.0				0.0			396.0	3.0	1.29	5.0														21.0	1.0	35.0	84.0	2.0	8.0	0.0	50.0	82.0	1.71	47.95	4.67	
12549	김기연	66112	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66112.jpg	45.0	1997년 09월 07일	포수(우투우타)	178.0	106.0	광주수창초-진흥중-진흥고-LG	7000만원	11000만원	16 LG 2차 4라운드 34순위	17LG	OB	2025.0	28.0	C	88.0	right	batter	180.0	0.25			0.0				6.0							0.308	0.636	202.0	0.087		21.0			0.0	2.0	4.0		0.328	59.0					8.0	0.0	15.0	45.0	1.0	2.0	0.0	17.0	37.0	0.23	-0.26	198.0	0.49													75.3
15100	김동준	52267	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52267.jpg	48.0	2002년 09월 04일	내야수(좌투좌타)	193.0	100.0	군산신풍초-군산중-군산상고	13000만원	3000만원	22 두산 2차 1라운드 9순위	22두산	OB	2025.0	23.0	DH	30.0	left	batter	82.0	0.244			1.0				2.0							0.279	0.633	87.0	0.077		9.0			1.0	0.0	1.0		0.354	29.0					3.0	0.0	3.0	20.0	1.0	2.0	0.0	7.0	25.0	-0.66	-0.4	86.0	-0.26													63.9
15253	김민석	53554	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53554.jpg	2.0	2004년 05월 09일	외야수(우투좌타)	185.0	83.0	신도초-휘문중-휘문고-롯데	25000만원	7500만원	23 롯데 1라운드 3순위	23롯데	OB	2025.0	21.0	LF	87.0	left	batter	211.0	0.227			2.0				3.0							0.272	0.566	230.0	0.056		20.0			3.0	3.0	2.0		0.294	62.0					5.0	3.0	12.0	48.0	2.0	1.0	1.0	20.0	62.0	-1.26	-0.4	227.0	-0.86													49.1
13071	정철원	68242	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68242.jpg	65.0	1999년 03월 27일	투수(우투우타)	192.0	95.0	역북초-송전중-안산공고-두산	10000만원	12000만원	18 두산 2차 2라운드 20순위	18두산	LT	2025.0	26.0	P	70.0	right	pitcher			0.0	0.0		29.0	4.08	4.1		4.0	70.0	0.0	21.0	64.0	2.0					4.22		3.0	0.0				0.0			286.0	7.0	1.42	4.0														13.0	1.0	23.0	68.0	7.0	4.0	2.0	30.0	51.0	1.23	33.5	4.71	
16090	정현수	54537	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54537.jpg	57.0	2001년 05월 10일	투수(좌투좌타)	180.0	84.0	부산대연초-부산중-부산고-송원대	15000만원	4000만원	24 롯데 2라운드 13순위	24롯데	LT	2025.0	24.0	P	77.0	left	pitcher			0.0	0.0		21.0	4.17	4.1		7.0	77.0	0.0	12.0	45.1	0.0					4.57		4.0	0.0				0.0			192.0	2.0	1.21	1.0														9.0	0.0	22.0	33.0	2.0	4.0	0.0	23.0	46.0	1.04	20.65	4.1	
10253	정훈	60523	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60523.jpg	9.0	1987년 07월 18일	내야수(우투우타)	180.0	85.0	양덕초-마산동중-용마고		20000만원	06 현대 육성선수	10롯데	LT	2025.0	38.0	DH	76.0	right	batter	184.0	0.217			0.0				4.0							0.269	0.579	199.0	0.06		11.0			0.0	0.0	2.0		0.31	57.0					11.0	0.0	10.0	40.0	3.0	2.0	1.0	14.0	39.0	-0.61	0.32	197.0	-0.92													46.9
14624	최준용	50556	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50556.jpg	56.0	2001년 10월 10일	투수(우투우타)	185.0	85.0	부산수영초-대천중-경남고	25000만원	11000만원	20 롯데 1차	20롯데	LT	2025.0	24.0	P	43.0	right	pitcher			0.0	0.0		22.0	4.18	2.96		4.0	43.0	0.0	17.0	47.1	3.0					4.75		6.0	1.0				0.0			199.0	3.0	1.1	3.0														7.0	0.0	13.0	39.0	5.0	3.0	0.0	25.0	55.0	1.15	22.1	4.2	
15051	한태양	52568	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52568.jpg	6.0	2003년 09월 15일	내야수(우투우타)	181.0	76.0	역삼초-언북중-덕수고-롯데-상무	5000만원	3800만원	22 롯데 2차 6라운드 54순위	22롯데	LT	2025.0	22.0	2B	98.0	right	batter	206.0	0.267			2.0				3.0							0.355	0.714	237.0	0.125		20.0			3.0	0.0	3.0		0.359	74.0					12.0	2.0	26.0	55.0	2.0	1.0	0.0	36.0	64.0	1.04	-0.2	234.0	1.24													102.1
14625	홍민기	50596	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50596.jpg	38.0	2001년 07월 20일	투수(좌투좌타)	185.0	85.0	법동초-한밭중-대전고	16000만원	3100만원	20 롯데 2차 1라운드 4순위	20롯데	LT	2025.0	24.0	P	25.0	left	pitcher			0.0	0.0		11.0	3.09	2.15		2.0	23.0	2.0	3.0	32.0	2.0					3.66		1.0	0.0				0.0			129.0	0.0	1.09	1.0														5.0	1.0	11.0	24.0	2.0	0.0	0.0	13.0	39.0	1.2	10.7	3.01	
14642	황성빈	50500	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50500.jpg	0.0	1997년 12월 19일	외야수(우투좌타)	172.0	76.0	관산초-안산중앙중-소래고-경남대	7000만원	15500만원	20 롯데 2차 5라운드 44순위	22롯데	LT	2025.0	28.0	CF	70.0	left	batter	222.0	0.266			3.0				2.0							0.318	0.642	245.0	0.091		21.0			23.0	2.0	3.0		0.324	72.0					4.0	3.0	16.0	59.0	2.0	1.0	0.0	40.0	41.0	0.4	-0.1	242.0	0.51													74.0
11172	권희동	63963	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63963.jpg	36.0	1990년 12월 30일	외야수(우투우타)	177.0	85.0	동천초-경주중-경주고-경남대-NC-상무	3000만원	22500만원	13 NC 9라운드 84순위	13NC	NC	2025.0	35.0	LF	123.0	right	batter	326.0	0.236			4.0				10.0							0.385	0.744	412.0	0.148		35.0			5.0	2.0	4.0		0.359	117.0					22.0	0.0	70.0	77.0	10.0	6.0	0.0	51.0	77.0	2.09	-0.05	408.0	2.15													121.0
15113	김녹원	52995	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52995.jpg	22.0	2003년 05월 17일	투수(우투우타)	182.0	88.0	학강초-무등중-광주제일고	8000만원	3000만원	22 NC 2차 3라운드 30순위	22NC	NC	2025.0	22.0	P	19.0	right	pitcher			0.0	0.0		47.0	6.9	6.59		1.0	5.0	14.0	1.0	61.1	4.0					7.19		3.0	0.0				0.0			292.0	2.0	1.81	4.0														12.0	1.0	43.0	68.0	3.0	8.0	0.0	49.0	31.0	0.24	44.05	6.46	
13088	김영규	68900	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68900.jpg	17.0	2000년 02월 10일	투수(좌투좌타)	188.0	86.0	광주서석초-무등중-광주제일고	4000만원	20000만원	18 NC 2차 8라운드 79순위	18NC	NC	2025.0	25.0	P	37.0	left	pitcher			0.0	0.0		13.0	3.41	4.26		1.0	37.0	0.0	16.0	34.1	3.0					4.19		3.0	0.0				0.0			153.0	2.0	1.43	5.0														3.0	0.0	13.0	36.0	3.0	3.0	3.0	16.0	26.0	0.7	17.05	4.47	
14765	김주원	51907	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51907.jpg	7.0	2002년 07월 30일	내야수(우투양타)	185.0	83.0	삼일초(군포시리틀)-안산중앙중-유신고	15000만원	20000만원	21 NC 2차 1라운드 6순위	21NC	NC	2025.0	23.0	SS	130.0	right	batter	500.0	0.296			10.0				8.0							0.382	0.844	577.0	0.165		59.0			40.0	2.0	4.0		0.462	231.0					24.0	7.0	57.0	148.0	14.0	15.0	1.0	93.0	103.0	6.02	0.15	573.0	5.87													134.5
12897	김진호	67954	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67954.jpg	54.0	1998년 06월 07일	투수(우투우타)	183.0	90.0	의왕부곡초-성일중-광주동성고-NC-경찰	9000만원	5000만원	17 NC 2차 2라운드 18순위	17NC	NC	2025.0	27.0	P	68.0	right	pitcher			1.0	0.0		23.0	3.2	4.55		6.0	68.0	0.0	19.0	64.2	2.0					3.48		2.0	2.0				0.0			278.0	4.0	1.31	9.0														11.0	1.0	40.0	45.0	7.0	4.0	1.0	25.0	61.0	1.59	28.65	3.99	
13081	김형준	68912	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68912.jpg	25.0	1999년 11월 02일	포수(우투우타)	187.0	98.0	가동초-세광중-세광고-NC-상무	15000만원	11000만원	18 NC 2차 1라운드 9순위	18NC	NC	2025.0	26.0	C	113.0	right	batter	319.0	0.238			0.0				7.0							0.323	0.759	363.0	0.131		51.0			3.0	2.0	1.0		0.436	139.0					10.0	1.0	39.0	76.0	2.0	17.0	0.0	46.0	109.0	2.95	0.62	362.0	2.33													106.7
14785	김휘집	51344	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51344.jpg	44.0	2002년 01월 01일	내야수(우투우타)	180.0	92.0	양목초(히어로즈리틀)-대치중-신일고-키움	10000만원	17500만원	21 키움 2차 1라운드 9순위	21키움	NC	2025.0	23.0	3B	128.0	right	batter	387.0	0.23			0.0				5.0							0.328	0.718	447.0	0.12		44.0			10.0	1.0	2.0		0.39	151.0					15.0	1.0	33.0	89.0	24.0	15.0	0.0	55.0	86.0	1.93	0.14	445.0	1.79													97.5
16066	데이비슨	54944	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54944.jpg	24.0	1991년 03월 26일	내야수(우투우타)	190.0	104.0	미국 Yucaipa(고)	140000달러	1200000달러	24 NC 자유선발	24NC	NC	2025.0	34.0	1B	98.0	right	batter	342.0	0.281			0.0				9.0							0.327	0.912	382.0	0.165		80.0			1.0	11.0	0.0		0.585	200.0					14.0	0.0	21.0	96.0	8.0	30.0	1.0	50.0	108.0	1.44	-0.44	382.0	1.88													134.3
12560	도태훈	66965	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66965.jpg	16.0	1993년 03월 18일	내야수(우투좌타)	184.0	85.0	양정초-개성중-부산고-동의대-NC-상무		8000만원	16 NC 육성선수	16NC	NC	2025.0	32.0	1B	49.0	left	batter	67.0	0.209			0.0				2.0							0.321	0.664	84.0	0.105		7.0			2.0	0.0	6.0		0.343	23.0					4.0	1.0	6.0	14.0	5.0	1.0	0.0	8.0	14.0	0.33	0.17	78.0	0.16													85.4
16349	라일리	55903	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55903.jpg	3.0	1996년 07월 09일	투수(우투우타)	190.0	100.0	미국 Louisville(대)	120000달러	520000달러	25 NC 자유선발	25NC	NC	2025.0	29.0	P	27.0	right	pitcher			0.0	0.0		62.0	3.55	3.03		0.0	0.0	27.0	0.0	157.0	6.0					3.96		11.0	0.0				0.0			639.0	15.0	1.08	3.0														24.0	1.0	51.0	119.0	3.0	16.0	0.0	69.0	200.0	4.53	65.9	3.78	
16350	로건	55912	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55912.jpg	12.0	1997년 05월 23일	투수(좌투좌타)	186.0	105.0	미국 IMG Academy(고)	140000달러	560000달러	25 NC 자유선발	25NC	NC	2025.0	28.0	P	29.0	left	pitcher			0.0	0.0		77.0	4.38	4.18		0.0	0.0	29.0	0.0	158.1	11.0					5.0		13.0	0.0				0.0			711.0	6.0	1.47	5.0														30.0	2.0	66.0	166.0	10.0	11.0	2.0	88.0	129.0	2.81	84.05	4.78	
11355	류진욱	65949	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65949.jpg	41.0	1996년 10월 10일	투수(우투우타)	189.0	88.0	양정초-개성중-부산고	10000만원	13500만원	15 NC 2차 2라운드 21순위	15NC	NC	2025.0	29.0	P	62.0	right	pitcher			0.0	0.0		24.0	3.27	4.42		51.0	62.0	0.0	0.0	66.0	3.0					3.68		3.0	29.0				0.0			275.0	4.0	1.18	5.0														7.0	1.0	28.0	50.0	6.0	6.0	3.0	27.0	57.0	1.95	27.35	3.73	
15453	목지훈	53973	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53973.jpg	20.0	2004년 05월 11일	투수(우투우타)	181.0	83.0	효제초-청량중-신일고	8000만원	3000만원	23 NC 4라운드 34순위	23NC	NC	2025.0	21.0	P	16.0	right	pitcher			2.0	0.0		39.0	6.05	5.73		0.0	1.0	15.0	0.0	58.0	5.0					6.52		0.0	0.0				0.0			280.0	3.0	1.9	9.0														8.0	3.0	42.0	68.0	5.0	6.0	1.0	42.0	45.0	0.31	40.8	6.33	
10189	박건우	79215	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79215.jpg	37.0	1990년 09월 08일	외야수(우투우타)	184.0	80.0	역삼초-서울이수중-서울고-두산-경찰-두산	10000만원	70000만원	09 두산 2차 2라운드 10순위	09두산	NC	2025.0	35.0	RF	110.0	right	batter	340.0	0.294			4.0				6.0							0.37	0.802	390.0	0.147		61.0			5.0	5.0	1.0		0.432	147.0					21.0	1.0	40.0	100.0	4.0	8.0	2.0	39.0	57.0	1.54	-0.36	388.0	1.91													120.0
11137	박민우	62907	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62907.jpg	2.0	1993년 02월 06일	내야수(우투좌타)	185.0	80.0	마포초(용산구리틀)-선린중-휘문고	16000만원	90000만원	12 NC 1라운드 9순위	12NC	NC	2025.0	32.0	2B	116.0	left	batter	404.0	0.302			8.0				5.0							0.382	0.808	467.0	0.15		67.0			28.0	4.0	4.0		0.426	172.0					25.0	8.0	43.0	122.0	12.0	3.0	5.0	64.0	64.0	4.27	0.74	460.0	3.53													122.6
10891	박세혁	62244	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62244.jpg	10.0	1990년 01월 09일	포수(우투좌타)	181.0	86.0	수유초-신일중-신일고-고려대-두산-상무-두산	6000만원	60000만원	12 두산 5라운드 47순위	12두산	NC	2025.0	35.0	C	45.0	left	batter	83.0	0.169			0.0				4.0							0.222	0.499	90.0	0.03		10.0			1.0	1.0	0.0		0.277	23.0					3.0	0.0	5.0	14.0	1.0	2.0	0.0	8.0	28.0	-0.61	-0.31	90.0	-0.29													24.5
